"assembly"	"sample"	"design"	"raw total sequences"	"filtered sequences"	"sequences"	"is sorted"	"1st fragments"	"last fragments"	"reads mapped"	"reads mapped and paired"	"reads unmapped"	"reads properly paired"	"reads paired"	"reads duplicated"	"reads MQ0"	"reads QC failed"	"non-primary alignments"	"supplementary alignments"	"total length"	"total first fragment length"	"total last fragment length"	"bases mapped"	"bases mapped (cigar)"	"bases trimmed"	"bases duplicated"	"mismatches"	"error rate"	"average length"	"average first fragment length"	"average last fragment length"	"maximum length"	"maximum first fragment length"	"maximum last fragment length"	"average quality"	"insert size average"	"insert size standard deviation"	"inward oriented pairs"	"outward oriented pairs"	"pairs with other orientation"	"pairs on different chromosomes"	"percentage of properly paired reads (%)"
"hg38"	"HG03800"	"1kGP WGS
long-read"	5814475	0	5814475	1	5814475	0	5451050	0	363425	0	0	0	15946	0	1900679	799920	67610510000	67610510000	0	65108060000	63847420000	0	0	5091889000	0.0797509	11628	11628	0	1079068	1079068	0	255	0	0	0	0	0	0	0
"hg38"	"HG03802"	"1kGP WGS
long-read"	6309535	0	6309535	1	6309535	0	6001620	0	307915	0	0	0	21226	0	2021772	1278837	74862170000	74862170000	0	72731490000	71510590000	0	0	5645763000	0.07895001	11865	11865	0	868086	868086	0	255	0	0	0	0	0	0	0
"hg38"	"HG03803"	"1kGP WGS
long-read"	2096963	0	2096963	1	2096963	0	1981221	0	115742	0	0	0	7595	0	705683	426492	27077050000	27077050000	0	26290430000	25831950000	0	0	2195842000	0.08500487	12913	12913	0	386243	386243	0	255	0	0	0	0	0	0	0
"hg38"	"HG03805"	"1kGP WGS
long-read"	1920721	0	1920721	1	1920721	0	1804987	0	115734	0	0	0	5836	0	596580	452209	30586790000	30586790000	0	29478070000	28847590000	0	0	2432260000	0.08431415	15925	15925	0	839322	839322	0	255	0	0	0	0	0	0	0
"hg38"	"HG03809"	"1kGP WGS
long-read"	5883693	0	5883693	1	5883693	0	5494360	0	389333	0	0	0	19772	0	1991005	1134219	66733960000	66733960000	0	64211860000	63058850000	0	0	5811219000	0.09215549	11342	11342	0	1123869	1123869	0	255	0	0	0	0	0	0	0
"hg38"	"HG03812"	"1kGP WGS
long-read"	4518656	0	4518656	1	4518656	0	4268669	0	249987	0	0	0	13515	0	1479815	996596	62719490000	62719490000	0	61111950000	60183590000	0	0	4553853000	0.07566602	13880	13880	0	714947	714947	0	255	0	0	0	0	0	0	0
"hg38"	"HG03816"	"1kGP WGS
long-read"	6927222	0	6927222	1	6927222	0	6513044	0	414178	0	0	0	17854	0	2144769	1353903	86642900000	86642900000	0	83783190000	82173180000	0	0	7059138000	0.08590561	12508	12508	0	1429665	1429665	0	255	0	0	0	0	0	0	0
"hg38"	"HG03821"	"1kGP WGS
long-read"	6864917	0	6864917	1	6864917	0	6491725	0	373192	0	0	0	20712	0	2080164	1038591	67695370000	67695370000	0	65435230000	64344330000	0	0	5427484000	0.08435062	9861	9861	0	370863	370863	0	255	0	0	0	0	0	0	0
"hg38"	"HG03824"	"1kGP WGS
long-read"	3151329	0	3151329	1	3151329	0	2973762	0	177567	0	0	0	9750	0	1041232	657221	39440690000	39440690000	0	38241560000	37599760000	0	0	2968231000	0.07894281	12516	12516	0	647964	647964	0	255	0	0	0	0	0	0	0
"hg38"	"HG03830"	"1kGP WGS
long-read"	3776918	0	3776918	1	3776918	0	3545561	0	231357	0	0	0	12755	0	1218776	846877	42263140000	42263140000	0	40885050000	4.0149e+10	0	0	3494244000	0.08703192	11190	11190	0	856217	856217	0	255	0	0	0	0	0	0	0
"hg38"	"HG03836"	"1kGP WGS
long-read"	6344038	0	6344038	1	6344038	0	6062734	0	281304	0	0	0	28671	0	1935535	1374415	45665180000	45665180000	0	44253430000	43445870000	0	0	2852861000	0.06566472	7198	7198	0	700712	700712	0	255	0	0	0	0	0	0	0
"hg38"	"HG03837"	"1kGP WGS
long-read"	18044720	0	18044720	1	18044720	0	17163220	0	881501	0	0	0	89199	0	5837303	2536040	118659400000	118659400000	0	115429800000	113872300000	0	0	8652698000	0.07598595	6576	6576	0	857885	857885	0	255	0	0	0	0	0	0	0
"hg38"	"HG03838"	"1kGP WGS
long-read"	3388261	0	3388261	1	3388261	0	3216492	0	171769	0	0	0	12310	0	1055301	718823	36455370000	36455370000	0	35319350000	34677300000	0	0	2414405000	0.06962495	10759	10759	0	765421	765421	0	255	0	0	0	0	0	0	0
"hg38"	"HG03842"	"1kGP WGS
long-read"	5577858	0	5577858	1	5577858	0	5309883	0	267975	0	0	0	28710	0	1748030	1284521	38521290000	38521290000	0	37434400000	36873280000	0	0	2251061000	0.06104857	6906	6906	0	871010	871010	0	255	0	0	0	0	0	0	0
"hg38"	"HG03844"	"1kGP WGS
long-read"	2560888	0	2560888	1	2560888	0	2428041	0	132847	0	0	0	8692	0	820419	458788	29750670000	29750670000	0	28746550000	28220250000	0	0	2126924000	0.07536872	11617	11617	0	454619	454619	0	255	0	0	0	0	0	0	0
"hg38"	"HG03848"	"1kGP WGS
long-read"	3893661	0	3893661	1	3893661	0	3685914	0	207747	0	0	0	14624	0	1294822	687364	37425160000	37425160000	0	36175660000	35501860000	0	0	2900371000	0.0816963	9612	9612	0	582252	582252	0	255	0	0	0	0	0	0	0
"hg38"	"HG03854"	"1kGP WGS
long-read"	15193490	0	15193490	1	15193490	0	14670470	0	523016	0	0	0	84580	0	4951704	3516884	83585140000	83585140000	0	81535500000	80481280000	0	0	4905206000	0.06094841	5501	5501	0	881364	881364	0	255	0	0	0	0	0	0	0
"hg38"	"HG03856"	"1kGP WGS
long-read"	8655733	0	8655733	1	8655733	0	8368933	0	286800	0	0	0	45317	0	2786608	1733443	60441710000	60441710000	0	59088410000	58327600000	0	0	3615715000	0.06198979	6983	6983	0	607182	607182	0	255	0	0	0	0	0	0	0
"hg38"	"HG03862"	"1kGP WGS
long-read"	5256362	0	5256362	1	5256362	0	4967794	0	288568	0	0	0	13763	0	1523156	827522	63841400000	63841400000	0	62165560000	61248800000	0	0	4628605000	0.07557054	12146	12146	0	621635	621635	0	255	0	0	0	0	0	0	0
"hg38"	"HG03863"	"1kGP WGS
long-read"	8326140	0	8326140	1	8326140	0	8030143	0	295997	0	0	0	34448	0	2251679	1335254	53681940000	53681940000	0	52621330000	52043230000	0	0	3245939000	0.06237005	6447	6447	0	642433	642433	0	255	0	0	0	0	0	0	0
"hg38"	"HG03869"	"1kGP WGS
long-read"	3826230	0	3826230	1	3826230	0	3607508	0	218722	0	0	0	11199	0	1231999	636862	47554090000	47554090000	0	46013430000	44992810000	0	0	3741424000	0.08315604	12428	12428	0	692923	692923	0	255	0	0	0	0	0	0	0
"hg38"	"HG03870"	"1kGP WGS
long-read"	2720452	0	2720452	1	2720452	0	2562718	0	157734	0	0	0	10922	0	894783	520059	35407860000	35407860000	0	34076190000	33341920000	0	0	3093844000	0.09279142	13015	13015	0	389718	389718	0	255	0	0	0	0	0	0	0
"hg38"	"HG03871"	"1kGP WGS
long-read"	3133252	0	3133252	1	3133252	0	2980496	0	152756	0	0	0	8784	0	945908	532918	39256490000	39256490000	0	38119210000	37447360000	0	0	3074454000	0.08210067	12529	12529	0	735390	735390	0	255	0	0	0	0	0	0	0
"hg38"	"HG03872"	"1kGP WGS
long-read"	7658663	0	7658663	1	7658663	0	7332010	0	326653	0	0	0	37807	0	2432668	1817579	49476320000	49476320000	0	48406340000	47800460000	0	0	3310139000	0.06924909	6460	6460	0	1606969	1606969	0	255	0	0	0	0	0	0	0
"hg38"	"HG03882"	"1kGP WGS
long-read"	15774790	0	15774790	1	15774790	0	14804460	0	970332	0	0	0	76095	0	4552504	2968349	82482480000	82482480000	0	78983850000	77656980000	0	0	6248131000	0.08045807	5229	5229	0	925189	925189	0	255	0	0	0	0	0	0	0
"hg38"	"HG03886"	"1kGP WGS
long-read"	1130258	0	1130258	1	1130258	0	1055092	0	75166	0	0	0	3235	0	335486	217123	13550660000	13550660000	0	12989400000	12654450000	0	0	1114532000	0.08807433	11989	11989	0	420694	420694	0	255	0	0	0	0	0	0	0
"hg38"	"HG03888"	"1kGP WGS
long-read"	2766242	0	2766242	1	2766242	0	2646167	0	120075	0	0	0	8036	0	839715	505488	32833410000	32833410000	0	31996720000	31466730000	0	0	2259344000	0.07180104	11869	11869	0	720046	720046	0	255	0	0	0	0	0	0	0
"hg38"	"HG03890"	"1kGP WGS
long-read"	1583081	0	1583081	1	1583081	0	1516804	0	66277	0	0	0	5780	0	511343	249549	16428990000	16428990000	0	16005810000	15790330000	0	0	1235008000	0.07821293	10378	10378	0	339225	339225	0	255	0	0	0	0	0	0	0
"hg38"	"HG03894"	"1kGP WGS
long-read"	1147023	0	1147023	1	1147023	0	1063185	0	83838	0	0	0	3273	0	339907	207780	14925760000	14925760000	0	14360410000	14071340000	0	0	1091489000	0.0775682	13013	13013	0	539862	539862	0	255	0	0	0	0	0	0	0
"hg38"	"HG03895"	"1kGP WGS
long-read"	2024812	0	2024812	1	2024812	0	1917408	0	107404	0	0	0	5182	0	587937	383443	28092610000	28092610000	0	27294450000	26789890000	0	0	2158023000	0.08055364	13874	13874	0	559247	559247	0	255	0	0	0	0	0	0	0
"hg38"	"HG03900"	"1kGP WGS
long-read"	8121114	0	8121114	1	8121114	0	7818139	0	302975	0	0	0	40132	0	2425510	1698938	58561460000	58561460000	0	57078530000	56175850000	0	0	3667116000	0.06527922	7211	7211	0	819501	819501	0	255	0	0	0	0	0	0	0
"hg38"	"HG03904"	"1kGP WGS
long-read"	5009899	0	5009899	1	5009899	0	4723502	0	286397	0	0	0	14602	0	1465326	1015289	62281700000	62281700000	0	60561360000	59507440000	0	0	4565556000	0.07672244	12432	12432	0	1182583	1182583	0	255	0	0	0	0	0	0	0
"hg38"	"HG03916"	"1kGP WGS
long-read"	6204756	0	6204756	1	6204756	0	5844209	0	360547	0	0	0	17720	0	1869435	1140811	73380370000	73380370000	0	70969570000	69539590000	0	0	5713003000	0.08215468	11826	11826	0	1584390	1584390	0	255	0	0	0	0	0	0	0
"hg38"	"HG03925"	"1kGP WGS
long-read"	2860428	0	2860428	1	2860428	0	2669402	0	191026	0	0	0	7057	0	868328	615783	49328310000	49328310000	0	48008520000	47222190000	0	0	3628181000	0.07683213	17245	17245	0	481004	481004	0	255	0	0	0	0	0	0	0
"hg38"	"HG03928"	"1kGP WGS
long-read"	10097180	0	10097180	1	10097180	0	9532419	0	564764	0	0	0	43929	0	2983306	2679780	73179400000	73179400000	0	70540570000	68909390000	0	0	5143398000	0.07464001	7248	7248	0	1854823	1854823	0	255	0	0	0	0	0	0	0
"hg38"	"HG03929"	"1kGP WGS
long-read"	9549712	0	9549712	1	9549712	0	9020733	0	528979	0	0	0	45931	0	2868706	2488203	65024910000	65024910000	0	62623490000	61462330000	0	0	4915178000	0.07997058	6809	6809	0	1010150	1010150	0	255	0	0	0	0	0	0	0
"hg38"	"HG03931"	"1kGP WGS
long-read"	9343255	0	9343255	1	9343255	0	8861439	0	481816	0	0	0	41733	0	2670721	2163442	75484490000	75484490000	0	72970640000	71554660000	0	0	5446001000	0.07610967	8079	8079	0	927130	927130	0	255	0	0	0	0	0	0	0
"hg38"	"HG03940"	"1kGP WGS
long-read"	7465102	0	7465102	1	7465102	0	7103014	0	362088	0	0	0	33589	0	2459510	2503069	55162840000	55162840000	0	53447590000	52386820000	0	0	3913079000	0.07469586	7389	7389	0	655845	655845	0	255	0	0	0	0	0	0	0
"hg38"	"HG03941"	"1kGP WGS
long-read"	12733000	0	12733000	1	12733000	0	11955640	0	777360	0	0	0	86644	0	4621996	3389847	55263340000	55263340000	0	52670620000	51675230000	0	0	3839009000	0.0742911	4340	4340	0	771047	771047	0	255	0	0	0	0	0	0	0
"hg38"	"HG03947"	"1kGP WGS
long-read"	2982607	0	2982607	1	2982607	0	2819458	0	163149	0	0	0	10453	0	915771	574501	32341690000	32341690000	0	31220310000	30655240000	0	0	2540957000	0.08288816	10843	10843	0	621113	621113	0	255	0	0	0	0	0	0	0
"hg38"	"HG03963"	"1kGP WGS
long-read"	4504366	0	4504366	1	4504366	0	4227076	0	277290	0	0	0	24698	0	1382560	1041612	29501820000	29501820000	0	28477570000	28065760000	0	0	2090188000	0.07447465	6550	6550	0	1040499	1040499	0	255	0	0	0	0	0	0	0
"hg38"	"HG03965"	"1kGP WGS
long-read"	6049422	0	6049422	1	6049422	0	5740872	0	308550	0	0	0	36617	0	1845213	1284144	41257790000	41257790000	0	39930200000	39324470000	0	0	2942336000	0.07482201	6820	6820	0	1061720	1061720	0	255	0	0	0	0	0	0	0
"hg38"	"HG03968"	"1kGP WGS
long-read"	5563558	0	5563558	1	5563558	0	5292782	0	270776	0	0	0	23492	0	1592393	1185214	43374890000	43374890000	0	42328630000	41808610000	0	0	3112538000	0.0744473	7796	7796	0	1050353	1050353	0	255	0	0	0	0	0	0	0
"hg38"	"HG03972"	"1kGP WGS
long-read"	9358096	0	9358096	1	9358096	0	8874626	0	483470	0	0	0	38445	0	2622500	1484057	60581150000	60581150000	0	58730100000	57884770000	0	0	4337499000	0.07493334	6474	6474	0	588692	588692	0	255	0	0	0	0	0	0	0
"hg38"	"HG03973"	"1kGP WGS
long-read"	8182567	0	8182567	1	8182567	0	7627726	0	554841	0	0	0	31961	0	2244342	1439278	60399420000	60399420000	0	58058430000	57056020000	0	0	4610201000	0.08080132	7381	7381	0	843697	843697	0	255	0	0	0	0	0	0	0
"hg38"	"HG03976"	"1kGP WGS
long-read"	9825585	0	9825585	1	9825585	0	9276540	0	549045	0	0	0	43708	0	3037976	1797403	62318870000	62318870000	0	59974520000	59027270000	0	0	5032389000	0.08525531	6343	6343	0	294326	294326	0	255	0	0	0	0	0	0	0
"hg38"	"HG03977"	"1kGP WGS
long-read"	12825220	0	12825220	1	12825220	0	12197220	0	628003	0	0	0	61128	0	3766028	2883772	68340280000	68340280000	0	66164530000	65218110000	0	0	4520737000	0.06931721	5329	5329	0	1044564	1044564	0	255	0	0	0	0	0	0	0
"hg38"	"HG03990"	"1kGP WGS
long-read"	8666413	0	8666413	1	8666413	0	8247745	0	418668	0	0	0	48346	0	2834456	1932090	47568420000	47568420000	0	45981440000	45189410000	0	0	2994846000	0.06627319	5489	5489	0	399245	399245	0	255	0	0	0	0	0	0	0
"hg38"	"HG03999"	"1kGP WGS
long-read"	4252722	0	4252722	1	4252722	0	4055281	0	197441	0	0	0	20146	0	1332347	981656	34469750000	34469750000	0	33621640000	33065620000	0	0	2118963000	0.06408358	8105	8105	0	1327055	1327055	0	255	0	0	0	0	0	0	0
"hg38"	"HG04006"	"1kGP WGS
long-read"	8481449	0	8481449	1	8481449	0	8109367	0	372082	0	0	0	42815	0	2775196	1993254	47350840000	47350840000	0	45915820000	45144830000	0	0	2873437000	0.0636493	5583	5583	0	633909	633909	0	255	0	0	0	0	0	0	0
"hg38"	"HG04014"	"1kGP WGS
long-read"	2345035	0	2345035	1	2345035	0	2236055	0	108980	0	0	0	8564	0	742121	501470	28953240000	28953240000	0	28164030000	27617890000	0	0	1800094000	0.06517854	12347	12347	0	988944	988944	0	255	0	0	0	0	0	0	0
"hg38"	"HG04015"	"1kGP WGS
long-read"	2532960	0	2532960	1	2532960	0	2409817	0	123143	0	0	0	8521	0	785936	570319	32220850000	32220850000	0	31316720000	30612350000	0	0	2126638000	0.06946993	12721	12721	0	334445	334445	0	255	0	0	0	0	0	0	0
"hg38"	"HG04017"	"1kGP WGS
long-read"	5115257	0	5115257	1	5115257	0	4919554	0	195703	0	0	0	25480	0	1738762	1213440	45968110000	45968110000	0	45024830000	44400880000	0	0	2804642000	0.06316637	8986	8986	0	1354227	1354227	0	255	0	0	0	0	0	0	0
"hg38"	"HG04018"	"1kGP WGS
long-read"	2029562	0	2029562	1	2029562	0	1943376	0	86186	0	0	0	7139	0	651799	572543	28351670000	28351670000	0	27762690000	27297440000	0	0	1837425000	0.06731126	13969	13969	0	1010766	1010766	0	255	0	0	0	0	0	0	0
"hg38"	"HG04020"	"1kGP WGS
long-read"	9887175	0	9887175	1	9887175	0	9555676	0	331499	0	0	0	56798	0	3157437	1637973	62942890000	62942890000	0	61488320000	60697240000	0	0	3368850000	0.05550253	6366	6366	0	448947	448947	0	255	0	0	0	0	0	0	0
"hg38"	"HG04022"	"1kGP WGS
long-read"	2035872	0	2035872	1	2035872	0	1949303	0	86569	0	0	0	6298	0	734391	508024	26965690000	26965690000	0	26352970000	25888870000	0	0	1807738000	0.06982683	13245	13245	0	546231	546231	0	255	0	0	0	0	0	0	0
"hg38"	"HG04024"	"1kGP WGS
long-read"	3526619	0	3526619	1	3526619	0	3381311	0	145308	0	0	0	11636	0	1180153	945691	39784500000	39784500000	0	38806670000	38160280000	0	0	2375531000	0.0622514	11281	11281	0	918523	918523	0	255	0	0	0	0	0	0	0
"hg38"	"HG04025"	"1kGP WGS
long-read"	876539	0	876539	1	876539	0	832220	0	44319	0	0	0	3083	0	257655	163727	8773925000	8773925000	0	8471526000	8310380000	0	0	536151600	0.06451589	10010	10010	0	269652	269652	0	255	0	0	0	0	0	0	0
"hg38"	"HG04039"	"1kGP WGS
long-read"	7545622	0	7545622	1	7545622	0	7082428	0	463194	0	0	0	26872	0	2375906	1515969	83508500000	83508500000	0	81322720000	80253790000	0	0	6520622000	0.08125002	11067	11067	0	1070776	1070776	0	255	0	0	0	0	0	0	0
"hg38"	"HG04062"	"1kGP WGS
long-read"	7145081	0	7145081	1	7145081	0	6715267	0	429814	0	0	0	24280	0	2174781	1552052	7.5622e+10	7.5622e+10	0	73697740000	72704460000	0	0	5739889000	0.07894824	10584	10584	0	894882	894882	0	255	0	0	0	0	0	0	0
"hg38"	"HG04070"	"1kGP WGS
long-read"	6208738	0	6208738	1	6208738	0	5927943	0	280795	0	0	0	28680	0	1752867	1587337	43156430000	43156430000	0	42112580000	41539310000	0	0	2459208000	0.05920193	6951	6951	0	1465747	1465747	0	255	0	0	0	0	0	0	0
"hg38"	"HG04099"	"1kGP WGS
long-read"	5029373	0	5029373	1	5029373	0	4790942	0	238431	0	0	0	21818	0	1381416	946520	33651540000	33651540000	0	32574780000	31983780000	0	0	2132580000	0.06667692	6691	6691	0	694923	694923	0	255	0	0	0	0	0	0	0
"hg38"	"HG04118"	"1kGP WGS
long-read"	2265748	0	2265748	1	2265748	0	2154292	0	111456	0	0	0	10400	0	620151	407067	14039210000	14039210000	0	13593310000	13311710000	0	0	830143200	0.06236188	6196	6196	0	956843	956843	0	255	0	0	0	0	0	0	0
"hg38"	"HG04128"	"1kGP WGS
long-read"	3499104	0	3499104	1	3499104	0	3338904	0	160200	0	0	0	10342	0	1074920	662305	47354670000	47354670000	0	46474320000	45912340000	0	0	3416500000	0.07441354	13533	13533	0	849630	849630	0	255	0	0	0	0	0	0	0
"hg38"	"HG04131"	"1kGP WGS
long-read"	17012250	0	17012250	1	17012250	0	16177270	0	834982	0	0	0	78658	0	5687586	3637915	96250310000	96250310000	0	92978830000	91444020000	0	0	6243912000	0.06828126	5658	5658	0	893770	893770	0	255	0	0	0	0	0	0	0
"hg38"	"HG04132"	"1kGP WGS
long-read"	6466609	0	6466609	1	6466609	0	6147316	0	319293	0	0	0	28493	0	1801125	1514260	50886880000	50886880000	0	49261030000	48360440000	0	0	3610354000	0.0746551	7869	7869	0	642278	642278	0	255	0	0	0	0	0	0	0
"hg38"	"HG04140"	"1kGP WGS
long-read"	11609710	0	11609710	1	11609710	0	10878040	0	731664	0	0	0	54706	0	3399072	2103506	83519350000	83519350000	0	80137690000	78472770000	0	0	6498250000	0.08280897	7194	7194	0	500143	500143	0	255	0	0	0	0	0	0	0
"hg38"	"HG04146"	"1kGP WGS
long-read"	2911805	0	2911805	1	2911805	0	2752996	0	158809	0	0	0	8300	0	909276	545233	40336030000	40336030000	0	39142700000	38474180000	0	0	3068003000	0.07974188	13853	13853	0	488939	488939	0	255	0	0	0	0	0	0	0
"hg38"	"HG04147"	"1kGP WGS
long-read"	4262106	0	4262106	1	4262106	0	4044851	0	217255	0	0	0	12779	0	1204290	916363	55383500000	55383500000	0	53665850000	52675870000	0	0	4636405000	0.08801762	12994	12994	0	496246	496246	0	255	0	0	0	0	0	0	0
"hg38"	"HG04149"	"1kGP WGS
long-read"	12937270	0	12937270	1	12937270	0	12219800	0	717470	0	0	0	42915	0	4207828	2692584	158517600000	158517600000	0	153650200000	151164400000	0	0	12180630000	0.08057875	12253	12253	0	939938	939938	0	255	0	0	0	0	0	0	0
"hg38"	"HG04156"	"1kGP WGS
long-read"	3936341	0	3936341	1	3936341	0	3731550	0	204791	0	0	0	10834	0	1029638	464258	38997830000	38997830000	0	37655310000	36945500000	0	0	3596678000	0.0973509	9907	9907	0	208585	208585	0	255	0	0	0	0	0	0	0
"hg38"	"HG04177"	"1kGP WGS
long-read"	4415591	0	4415591	1	4415591	0	4178933	0	236658	0	0	0	15230	0	1271244	710952	46872210000	46872210000	0	45431320000	44618300000	0	0	3785602000	0.08484414	10615	10615	0	450423	450423	0	255	0	0	0	0	0	0	0
"hg38"	"HG04180"	"1kGP WGS
long-read"	4379954	0	4379954	1	4379954	0	4186806	0	193148	0	0	0	12409	0	1250955	489088	45078260000	45078260000	0	43751090000	43089870000	0	0	3472966000	0.08059821	10292	10292	0	472598	472598	0	255	0	0	0	0	0	0	0
"hg38"	"HG04183"	"1kGP WGS
long-read"	3880343	0	3880343	1	3880343	0	3699296	0	181047	0	0	0	12206	0	1060028	402419	37041830000	37041830000	0	35788070000	35184030000	0	0	3008508000	0.08550779	9546	9546	0	397101	397101	0	255	0	0	0	0	0	0	0
"hg38"	"HG04186"	"1kGP WGS
long-read"	3588295	0	3588295	1	3588295	0	3405337	0	182958	0	0	0	8272	0	929893	481257	45121920000	45121920000	0	43633740000	42835110000	0	0	4100724000	0.09573278	12575	12575	0	286661	286661	0	255	0	0	0	0	0	0	0
"hg38"	"HG04191"	"1kGP WGS
long-read"	3819021	0	3819021	1	3819021	0	3641834	0	177187	0	0	0	13568	0	1242391	594522	43699480000	43699480000	0	42374620000	41561770000	0	0	3736067000	0.08989192	11443	11443	0	262085	262085	0	255	0	0	0	0	0	0	0
"hg38"	"HG04192"	"1kGP WGS
long-read"	3476174	0	3476174	1	3476174	0	3331855	0	144319	0	0	0	10367	0	1115982	583839	39527100000	39527100000	0	38538930000	37978870000	0	0	2890594000	0.0761106	11371	11371	0	354348	354348	0	255	0	0	0	0	0	0	0
"hg38"	"HG04194"	"1kGP WGS
long-read"	3196975	0	3196975	1	3196975	0	3049499	0	147476	0	0	0	11305	0	1156702	667595	40721870000	40721870000	0	39592950000	38846400000	0	0	2960063000	0.07619915	12738	12738	0	567082	567082	0	255	0	0	0	0	0	0	0
"hg38"	"HG04198"	"1kGP WGS
long-read"	9591733	0	9591733	1	9591733	0	9218899	0	372834	0	0	0	45526	0	2822916	1984603	69382270000	69382270000	0	67674020000	66731110000	0	0	3892139000	0.05832571	7234	7234	0	1000717	1000717	0	255	0	0	0	0	0	0	0
"hg38"	"HG04200"	"1kGP WGS
long-read"	9176806	0	9176806	1	9176806	0	8770407	0	406399	0	0	0	42832	0	2629877	2153915	64160830000	64160830000	0	62445990000	61515770000	0	0	3549216000	0.05769604	6992	6992	0	772660	772660	0	255	0	0	0	0	0	0	0
"hg38"	"HG04210"	"1kGP WGS
long-read"	4451360	0	4451360	1	4451360	0	4247839	0	203521	0	0	0	21355	0	1310625	1124538	33019850000	33019850000	0	32106950000	31515290000	0	0	2277200000	0.07225698	7418	7418	0	722644	722644	0	255	0	0	0	0	0	0	0
"hg38"	"HG04227"	"1kGP WGS
long-read"	6806901	0	6806901	1	6806901	0	6516305	0	290596	0	0	0	29865	0	1904830	1734966	48658980000	48658980000	0	47372500000	46509110000	0	0	3239519000	0.06965344	7148	7148	0	657023	657023	0	255	0	0	0	0	0	0	0
"hg38"	"NA06989"	"1kGP WGS
long-read"	8922081	0	8922081	1	8922081	0	8491129	0	430952	0	0	0	32125	0	2876027	1904455	69531880000	69531880000	0	67308780000	66120260000	0	0	4549441000	0.06880555	7793	7793	0	879408	879408	0	255	0	0	0	0	0	0	0
"hg38"	"NA07014"	"1kGP WGS
long-read"	2158894	0	2158894	1	2158894	0	2062639	0	96255	0	0	0	5483	0	672027	462278	40945100000	40945100000	0	40017540000	39197750000	0	0	2871334000	0.07325251	18966	18966	0	630341	630341	0	255	0	0	0	0	0	0	0
"hg38"	"NA07019"	"1kGP WGS
long-read"	3019032	0	3019032	1	3019032	0	2876847	0	142185	0	0	0	8447	0	992913	649016	32823360000	32823360000	0	31916300000	31348520000	0	0	2316579000	0.07389756	10872	10872	0	964388	964388	0	255	0	0	0	0	0	0	0
"hg38"	"NA07048"	"1kGP WGS
long-read"	4292083	0	4292083	1	4292083	0	4082489	0	209594	0	0	0	17398	0	1457987	924528	44095630000	44095630000	0	42791090000	41977940000	0	0	2988648000	0.07119568	10274	10274	0	1156254	1156254	0	255	0	0	0	0	0	0	0
"hg38"	"NA07348"	"1kGP WGS
long-read"	2590992	0	2590992	1	2590992	0	2457621	0	133371	0	0	0	9066	0	891912	568908	32505850000	32505850000	0	31406340000	30685730000	0	0	2248841000	0.07328623	12546	12546	0	1006839	1006839	0	255	0	0	0	0	0	0	0
"hg38"	"NA10835"	"1kGP WGS
long-read"	3039288	0	3039288	1	3039288	0	2870353	0	168935	0	0	0	12527	0	1107789	606956	32583730000	32583730000	0	31371590000	30637910000	0	0	2097212000	0.06845155	10721	10721	0	391483	391483	0	255	0	0	0	0	0	0	0
"hg38"	"NA10839"	"1kGP WGS
long-read"	3972746	0	3972746	1	3972746	0	3738411	0	234335	0	0	0	13621	0	1162645	763861	40812060000	40812060000	0	39677870000	39047430000	0	0	3004640000	0.07694847	10273	10273	0	291664	291664	0	255	0	0	0	0	0	0	0
"hg38"	"NA10842"	"1kGP WGS
long-read"	3106656	0	3106656	1	3106656	0	2883118	0	223538	0	0	0	11063	0	969192	649583	54363950000	54363950000	0	52868400000	51888760000	0	0	4028799000	0.077643	17499	17499	0	2048925	2048925	0	255	0	0	0	0	0	0	0
"hg38"	"NA10843"	"1kGP WGS
long-read"	3580957	0	3580957	1	3580957	0	3391092	0	189865	0	0	0	5683	0	1062868	587868	89555120000	89555120000	0	87542570000	86027010000	0	0	6271613000	0.07290284	25009	25009	0	1441064	1441064	0	255	0	0	0	0	0	0	0
"hg38"	"NA10850"	"1kGP WGS
long-read"	2800489	0	2800489	1	2800489	0	2620372	0	180117	0	0	0	5558	0	790289	420150	57992640000	57992640000	0	56393170000	55449400000	0	0	4445477000	0.08017177	20708	20708	0	917636	917636	0	255	0	0	0	0	0	0	0
"hg38"	"NA10851"	"1kGP WGS
long-read"	6286008	0	6286008	1	6286008	0	5927836	0	358172	0	0	0	21140	0	2117931	1119372	85390720000	85390720000	0	82589430000	81118860000	0	0	7391388000	0.09111799	13584	13584	0	665335	665335	0	255	0	0	0	0	0	0	0
"hg38"	"NA10852"	"1kGP WGS
long-read"	2266909	0	2266909	1	2266909	0	2131070	0	135839	0	0	0	4999	0	627663	362998	41242820000	41242820000	0	40297350000	39727210000	0	0	2783743000	0.07007145	18193	18193	0	556789	556789	0	255	0	0	0	0	0	0	0
"hg38"	"NA10856"	"1kGP WGS
long-read"	4529272	0	4529272	1	4529272	0	4200464	0	328808	0	0	0	14819	0	1420331	847572	50549330000	50549330000	0	48431510000	47295020000	0	0	4272544000	0.09033814	11161	11161	0	915437	915437	0	255	0	0	0	0	0	0	0
"hg38"	"NA10857"	"1kGP WGS
long-read"	2269516	0	2269516	1	2269516	0	2104264	0	165252	0	0	0	7840	0	811173	645921	35657740000	35657740000	0	34576570000	33908660000	0	0	2848722000	0.08401161	15712	15712	0	751909	751909	0	255	0	0	0	0	0	0	0
