t2t_BRCA1	81146	t2t_BRCA1	81076	81197	99.63	80893	172	1	81146	1	81076	132
t2t_BRCA1	81146	t2t_BRCA1	81076	636	84.12	535	34	12933	13562	66955	67562	67
t2t_BRCA1	81146	t2t_BRCA1	81076	636	83.81	533	34	67025	67632	12945	13574	69
t2t_BRCA1	81146	t2t_BRCA1	81076	565	84.07	475	20	9087	9642	76201	76754	70
t2t_BRCA1	81146	t2t_BRCA1	81076	611	82.65	505	15	9081	9683	76805	77408	91
t2t_BRCA1	81146	t2t_BRCA1	81076	771	80.16	618	61	57695	58410	13711	12947	92
t2t_BRCA1	81146	t2t_BRCA1	81076	516	85.47	441	19	13039	13549	63270	62769	56
t2t_BRCA1	81146	t2t_BRCA1	81076	523	85.28	446	24	62818	63321	13568	13051	53
t2t_BRCA1	81146	t2t_BRCA1	81076	565	83.72	473	20	76267	76820	9098	9653	72
t2t_BRCA1	81146	t2t_BRCA1	81076	611	82.16	502	15	76871	77474	9092	9694	94
t2t_BRCA1	81146	t2t_BRCA1	81076	588	82.82	487	20	76255	76830	76799	77378	81
t2t_BRCA1	81146	t2t_BRCA1	81076	611	82.16	502	24	67008	67615	58366	57777	85
t2t_BRCA1	81146	t2t_BRCA1	81076	588	82.65	486	20	76865	77444	76189	76764	82
t2t_BRCA1	81146	t2t_BRCA1	81076	619	81.42	504	26	67025	67628	76811	77418	89
t2t_BRCA1	81146	t2t_BRCA1	81076	632	81.65	516	48	62818	63425	67550	66943	68
t2t_BRCA1	81146	t2t_BRCA1	81076	628	81.69	513	47	67013	67616	63374	62770	68
t2t_BRCA1	81146	t2t_BRCA1	81076	495	84.24	417	10	1627	2116	77407	76918	68
t2t_BRCA1	81146	t2t_BRCA1	81076	495	83.84	415	10	76984	77473	2118	1629	70
t2t_BRCA1	81146	t2t_BRCA1	81076	623	80.74	503	27	76877	77487	66955	67562	93
t2t_BRCA1	81146	t2t_BRCA1	81076	519	82.85	430	26	39574	40070	13757	13243	63
t2t_BRCA1	81146	t2t_BRCA1	81076	590	80.68	476	19	67025	67610	18884	18310	95
t2t_BRCA1	81146	t2t_BRCA1	81076	590	80.51	475	19	18300	18874	67540	66955	96
t2t_BRCA1	81146	t2t_BRCA1	81076	630	80.48	507	51	64187	64780	76800	77414	72
t2t_BRCA1	81146	t2t_BRCA1	81076	602	80.07	482	22	3917	4510	77398	76811	98
t2t_BRCA1	81146	t2t_BRCA1	81076	589	80.65	475	33	57841	58401	3918	4501	81
t2t_BRCA1	81146	t2t_BRCA1	81076	603	79.93	482	23	76877	77464	4512	3918	98
t2t_BRCA1	81146	t2t_BRCA1	81076	630	80.00	504	49	76866	77483	64135	64727	77
t2t_BRCA1	81146	t2t_BRCA1	81076	298	91.95	274	0	23697	23994	65899	65602	24
t2t_BRCA1	81146	t2t_BRCA1	81076	583	80.27	468	23	57832	58393	77101	76521	92
t2t_BRCA1	81146	t2t_BRCA1	81076	591	80.03	473	24	57832	58404	56904	57488	94
t2t_BRCA1	81146	t2t_BRCA1	81076	631	79.40	501	36	12927	13549	9092	9694	94
t2t_BRCA1	81146	t2t_BRCA1	81076	298	91.61	273	0	65671	65968	23999	23702	25
t2t_BRCA1	81146	t2t_BRCA1	81076	614	79.64	489	34	76864	77469	18896	18309	91
t2t_BRCA1	81146	t2t_BRCA1	81076	621	79.39	493	29	3922	4536	73448	72851	99
t2t_BRCA1	81146	t2t_BRCA1	81076	614	79.64	489	34	18299	18886	77403	76798	91
t2t_BRCA1	81146	t2t_BRCA1	81076	622	79.26	493	30	72917	73514	4538	3923	99
t2t_BRCA1	81146	t2t_BRCA1	81076	631	79.24	500	36	9081	9683	12939	13561	95
t2t_BRCA1	81146	t2t_BRCA1	81076	509	81.93	417	26	1629	2116	13557	13054	66
t2t_BRCA1	81146	t2t_BRCA1	81076	595	79.83	475	30	67014	67592	76190	76770	90
t2t_BRCA1	81146	t2t_BRCA1	81076	583	80.10	467	31	76587	77167	58330	57777	85
t2t_BRCA1	81146	t2t_BRCA1	81076	592	79.90	473	34	56959	57543	57777	58341	85
t2t_BRCA1	81146	t2t_BRCA1	81076	509	81.73	416	26	13042	13545	2118	1631	67
t2t_BRCA1	81146	t2t_BRCA1	81076	595	79.66	474	30	76256	76836	66944	67522	91
t2t_BRCA1	81146	t2t_BRCA1	81076	287	91.99	264	4	65674	65958	62774	63058	19
t2t_BRCA1	81146	t2t_BRCA1	81076	287	91.99	264	4	62825	63109	65605	65889	19
t2t_BRCA1	81146	t2t_BRCA1	81076	301	90.70	273	3	13247	13545	76189	76488	25
t2t_BRCA1	81146	t2t_BRCA1	81076	676	77.96	527	34	76587	77243	4493	3833	115
t2t_BRCA1	81146	t2t_BRCA1	81076	301	90.37	272	3	76255	76554	13259	13557	26
t2t_BRCA1	81146	t2t_BRCA1	81076	514	81.32	418	27	62818	63321	77102	76606	69
t2t_BRCA1	81146	t2t_BRCA1	81076	587	79.73	468	38	3917	4499	57786	58338	81
t2t_BRCA1	81146	t2t_BRCA1	81076	301	90.03	271	1	20523	20823	62768	63067	29
