t2t_TP53	19118	t2t_TP53	19137	19139	99.85	19110	23	1	19118	1	19137	6
t2t_TP53	19118	t2t_TP53	19137	603	83.25	502	23	14514	15096	12767	13366	78
t2t_TP53	19118	t2t_TP53	19137	603	83.25	502	23	12748	13347	14533	15115	78
t2t_TP53	19118	t2t_TP53	19137	294	89.12	262	5	12922	13215	10527	10815	27
t2t_TP53	19118	t2t_TP53	19137	294	89.12	262	5	10508	10796	12941	13234	27
t2t_TP53	19118	t2t_TP53	19137	367	84.47	310	8	12840	13203	2825	3186	49
t2t_TP53	19118	t2t_TP53	19137	367	84.47	310	8	2824	3185	12859	13222	49
t2t_TP53	19118	t2t_TP53	19137	303	88.12	267	9	13375	13672	5960	6258	27
t2t_TP53	19118	t2t_TP53	19137	303	88.12	267	9	5961	6259	13394	13691	27
t2t_TP53	19118	t2t_TP53	19137	491	80.24	394	22	12743	13217	9870	10354	75
t2t_TP53	19118	t2t_TP53	19137	491	80.24	394	22	9851	10335	12762	13236	75
t2t_TP53	19118	t2t_TP53	19137	306	86.93	266	2	3709	4012	13690	13385	38
t2t_TP53	19118	t2t_TP53	19137	306	86.60	265	2	13366	13671	4013	3710	39
t2t_TP53	19118	t2t_TP53	19137	309	86.73	268	9	13788	14093	13388	13690	32
t2t_TP53	19118	t2t_TP53	19137	309	86.73	268	9	13369	13671	13807	14112	32
t2t_TP53	19118	t2t_TP53	19137	301	86.38	260	7	3719	4014	9851	9553	34
t2t_TP53	19118	t2t_TP53	19137	295	86.44	255	4	12922	13215	9571	9862	36
t2t_TP53	19118	t2t_TP53	19137	295	86.44	255	4	9552	9843	12941	13234	36
t2t_TP53	19118	t2t_TP53	19137	296	86.49	256	7	13382	13672	12941	13234	33
t2t_TP53	19118	t2t_TP53	19137	296	86.49	256	7	12922	13215	13401	13691	33
t2t_TP53	19118	t2t_TP53	19137	314	85.67	269	15	10496	10801	1495	1801	30
t2t_TP53	19118	t2t_TP53	19137	301	86.05	259	7	9534	9832	4015	3720	35
t2t_TP53	19118	t2t_TP53	19137	314	85.67	269	15	1494	1800	10515	10820	30
t2t_TP53	19118	t2t_TP53	19137	298	86.24	257	11	14685	14975	10522	10815	30
t2t_TP53	19118	t2t_TP53	19137	317	84.86	269	7	3690	4005	15013	14703	41
t2t_TP53	19118	t2t_TP53	19137	298	86.24	257	11	10503	10796	14704	14994	30
t2t_TP53	19118	t2t_TP53	19137	317	84.54	268	7	14684	14994	4006	3691	42
t2t_TP53	19118	t2t_TP53	19137	301	85.05	256	5	8518	8815	4007	3709	40
t2t_TP53	19118	t2t_TP53	19137	301	84.72	255	4	3708	4006	8834	8536	42
t2t_TP53	19118	t2t_TP53	19137	318	83.96	267	11	4428	4745	14112	13806	40
t2t_TP53	19118	t2t_TP53	19137	258	87.60	226	7	17038	17292	3995	3742	25
t2t_TP53	19118	t2t_TP53	19137	284	85.56	243	5	3719	3998	13223	12941	36
t2t_TP53	19118	t2t_TP53	19137	292	84.93	248	5	10503	10791	2904	3193	39
t2t_TP53	19118	t2t_TP53	19137	292	84.93	248	5	2903	3192	10522	10810	39
t2t_TP53	19118	t2t_TP53	19137	315	83.81	264	11	13790	14093	4743	4429	40
t2t_TP53	19118	t2t_TP53	19137	288	85.07	245	8	12106	12388	2902	3186	35
t2t_TP53	19118	t2t_TP53	19137	284	85.21	242	5	12922	13204	3999	3720	37
t2t_TP53	19118	t2t_TP53	19137	288	85.07	245	8	2901	3185	12125	12407	35
t2t_TP53	19118	t2t_TP53	19137	258	87.21	225	7	3741	3994	17311	17057	26
t2t_TP53	19118	t2t_TP53	19137	526	77.38	407	32	9873	10373	4187	3669	87
t2t_TP53	19118	t2t_TP53	19137	526	77.38	407	32	3668	4186	10392	9892	87
t2t_TP53	19118	t2t_TP53	19137	298	83.89	250	4	3709	4003	2769	2473	44
t2t_TP53	19118	t2t_TP53	19137	304	83.88	255	9	10895	11193	2900	3199	40
t2t_TP53	19118	t2t_TP53	19137	295	84.07	248	4	13369	13661	9559	9851	43
t2t_TP53	19118	t2t_TP53	19137	304	83.88	255	9	2899	3198	10914	11212	40
t2t_TP53	19118	t2t_TP53	19137	294	84.01	247	2	9540	9832	13388	13680	45
t2t_TP53	19118	t2t_TP53	19137	294	84.35	248	12	12926	13215	1511	1796	34
t2t_TP53	19118	t2t_TP53	19137	299	83.95	251	10	3712	4004	6254	5960	38
t2t_TP53	19118	t2t_TP53	19137	294	84.35	248	12	1510	1795	12945	13234	34
t2t_TP53	19118	t2t_TP53	19137	298	83.56	249	4	2472	2768	4004	3710	45
t2t_TP53	19118	t2t_TP53	19137	304	83.88	255	16	10503	10796	5961	6258	33
t2t_TP53	19118	t2t_TP53	19137	304	83.88	255	16	5962	6259	10522	10815	33
t2t_TP53	19118	t2t_TP53	19137	311	82.96	258	7	14687	14991	13398	13707	46
t2t_TP53	19118	t2t_TP53	19137	311	82.96	258	7	13379	13688	14706	15010	46
t2t_TP53	19118	t2t_TP53	19137	299	83.61	250	10	5961	6255	4005	3713	39
t2t_TP53	19118	t2t_TP53	19137	286	84.27	241	8	13379	13661	10524	10804	37
t2t_TP53	19118	t2t_TP53	19137	286	84.27	241	8	10505	10785	13398	13680	37
t2t_TP53	19118	t2t_TP53	19137	286	84.27	241	12	12922	13204	12132	12408	33
t2t_TP53	19118	t2t_TP53	19137	286	84.27	241	12	12113	12389	12941	13223	33
t2t_TP53	19118	t2t_TP53	19137	288	84.03	242	12	14686	14965	10918	11201	34
t2t_TP53	19118	t2t_TP53	19137	298	83.56	249	13	14685	14971	13814	14109	36
t2t_TP53	19118	t2t_TP53	19137	298	83.56	249	13	13795	14090	14704	14990	36
t2t_TP53	19118	t2t_TP53	19137	288	84.03	242	12	10899	11182	14705	14984	34
t2t_TP53	19118	t2t_TP53	19137	288	83.68	241	7	12108	12390	8539	8824	40
t2t_TP53	19118	t2t_TP53	19137	288	83.68	241	7	8520	8805	12127	12409	40
t2t_TP53	19118	t2t_TP53	19137	297	83.84	249	20	17037	17321	14711	14999	28
t2t_TP53	19118	t2t_TP53	19137	297	83.84	249	20	14692	14980	17056	17340	28
t2t_TP53	19118	t2t_TP53	19137	301	83.06	250	11	12922	13217	5966	6260	40
t2t_TP53	19118	t2t_TP53	19137	302	82.78	250	8	10496	10791	9558	9857	44
t2t_TP53	19118	t2t_TP53	19137	302	82.78	250	8	9539	9838	10515	10810	44
t2t_TP53	19118	t2t_TP53	19137	301	83.06	250	11	5967	6261	12941	13236	40
t2t_TP53	19118	t2t_TP53	19137	287	83.28	239	4	15296	15579	12938	13223	44
t2t_TP53	19118	t2t_TP53	19137	287	83.28	239	4	12919	13204	15315	15598	44
t2t_TP53	19118	t2t_TP53	19137	288	83.33	240	12	17039	17316	1511	1796	36
t2t_TP53	19118	t2t_TP53	19137	288	83.33	240	12	1510	1795	17058	17335	36
t2t_TP53	19118	t2t_TP53	19137	290	82.76	240	6	9558	9844	2485	2771	44
t2t_TP53	19118	t2t_TP53	19137	290	82.76	240	6	2484	2770	9577	9863	44
t2t_TP53	19118	t2t_TP53	19137	350	80.86	283	27	12922	13251	4734	4392	40
t2t_TP53	19118	t2t_TP53	19137	314	81.85	257	16	5961	6259	4740	4428	41
t2t_TP53	19118	t2t_TP53	19137	314	81.85	257	16	4427	4739	6258	5960	41
t2t_TP53	19118	t2t_TP53	19137	350	80.86	283	27	4391	4733	13270	12941	40
t2t_TP53	19118	t2t_TP53	19137	314	81.85	257	21	14685	14977	4739	4426	36
t2t_TP53	19118	t2t_TP53	19137	301	82.06	247	13	14685	14975	5961	6258	41
t2t_TP53	19118	t2t_TP53	19137	314	81.85	257	21	4425	4738	14996	14704	36
t2t_TP53	19118	t2t_TP53	19137	301	82.06	247	13	5962	6259	14704	14994	41
t2t_TP53	19118	t2t_TP53	19137	308	81.49	251	11	15285	15586	10046	10348	46
t2t_TP53	19118	t2t_TP53	19137	308	81.49	251	11	10027	10329	15304	15605	46
t2t_TP53	19118	t2t_TP53	19137	296	82.43	244	19	2911	3197	1511	1796	33
t2t_TP53	19118	t2t_TP53	19137	296	82.43	244	19	1510	1795	2912	3198	33
t2t_TP53	19118	t2t_TP53	19137	304	81.58	248	15	15291	15586	1496	1792	41
t2t_TP53	19118	t2t_TP53	19137	304	81.58	248	15	1495	1791	15310	15605	41
t2t_TP53	19118	t2t_TP53	19137	198	87.37	173	2	12936	13132	12419	12615	23
t2t_TP53	19118	t2t_TP53	19137	198	87.37	173	2	12400	12596	12955	13151	23
t2t_TP53	19118	t2t_TP53	19137	316	79.75	252	7	10035	10347	2473	2784	57
t2t_TP53	19118	t2t_TP53	19137	316	79.75	252	7	2472	2783	10054	10366	57
t2t_TP53	19118	t2t_TP53	19137	298	79.87	238	5	13380	13674	2477	2772	55
t2t_TP53	19118	t2t_TP53	19137	298	79.87	238	5	2476	2771	13399	13693	55
t2t_TP53	19118	t2t_TP53	19137	308	79.87	246	14	10495	10792	13806	14109	48
t2t_TP53	19118	t2t_TP53	19137	296	80.74	239	19	12108	12390	13814	14103	38
t2t_TP53	19118	t2t_TP53	19137	200	86.00	172	6	12400	12595	1521	1718	22
t2t_TP53	19118	t2t_TP53	19137	313	80.19	251	27	4438	4745	10804	10514	35
t2t_TP53	19118	t2t_TP53	19137	200	86.00	172	6	1520	1717	12419	12614	22
t2t_TP53	19118	t2t_TP53	19137	310	80.00	248	23	10495	10785	4744	4439	39
t2t_TP53	19118	t2t_TP53	19137	275	80.73	222	15	3709	3980	12684	12422	38
t2t_TP53	19118	t2t_TP53	19137	315	79.05	249	21	10027	10333	1495	1796	45
t2t_TP53	19118	t2t_TP53	19137	315	79.05	249	21	1494	1795	10046	10352	45
t2t_TP53	19118	t2t_TP53	19137	275	80.36	221	15	12403	12665	3981	3710	39
t2t_TP53	19118	t2t_TP53	19137	190	85.79	163	10	14714	14895	12429	12616	17
t2t_TP53	19118	t2t_TP53	19137	190	85.79	163	10	12410	12597	14733	14914	17
t2t_TP53	19118	t2t_TP53	19137	304	78.62	239	11	13794	14093	2473	2769	54
t2t_TP53	19118	t2t_TP53	19137	304	78.62	239	11	2472	2768	13813	14112	54
t2t_TP53	19118	t2t_TP53	19137	304	78.29	238	11	5961	6259	2473	2770	55
t2t_TP53	19118	t2t_TP53	19137	304	78.29	238	11	2472	2769	5960	6258	55
t2t_TP53	19118	t2t_TP53	19137	331	77.64	257	26	4420	4744	11218	10908	48
t2t_TP53	19118	t2t_TP53	19137	180	85.00	153	6	14924	15102	14811	14985	21
t2t_TP53	19118	t2t_TP53	19137	180	85.00	153	6	14792	14966	14943	15121	21
t2t_TP53	19118	t2t_TP53	19137	327	77.68	254	25	10894	11199	4743	4421	48
t2t_TP53	19118	t2t_TP53	19137	184	83.70	154	3	14516	14697	4744	4562	27
t2t_TP53	19118	t2t_TP53	19137	183	83.61	153	3	4561	4742	14716	14536	27
t2t_TP53	19118	t2t_TP53	19137	322	77.64	250	35	4427	4739	1796	1501	37
t2t_TP53	19118	t2t_TP53	19137	322	77.64	250	35	1500	1795	4740	4428	37
t2t_TP53	19118	t2t_TP53	19137	202	81.68	165	9	3826	4022	12950	12753	28
t2t_TP53	19118	t2t_TP53	19137	165	84.24	139	3	12734	12897	4023	3861	23
t2t_TP53	19118	t2t_TP53	19137	126	88.89	112	4	14978	15103	4557	4436	10
t2t_TP53	19118	t2t_TP53	19137	126	88.89	112	4	4435	4556	15122	14997	10
t2t_TP53	19118	t2t_TP53	19137	134	86.57	116	0	14980	15113	11080	11213	18
t2t_TP53	19118	t2t_TP53	19137	134	86.57	116	0	11061	11194	14999	15132	18
t2t_TP53	19118	t2t_TP53	19137	150	83.33	125	1	12783	12931	12429	12578	24
t2t_TP53	19118	t2t_TP53	19137	150	83.33	125	1	12410	12559	12802	12950	24
t2t_TP53	19118	t2t_TP53	19137	131	85.50	112	1	13217	13347	13090	13219	18
t2t_TP53	19118	t2t_TP53	19137	131	85.50	112	1	13071	13200	13236	13366	18
t2t_TP53	19118	t2t_TP53	19137	136	85.29	116	5	14839	14970	13242	13376	15
t2t_TP53	19118	t2t_TP53	19137	136	85.29	116	5	13223	13357	14858	14989	15
t2t_TP53	19118	t2t_TP53	19137	306	75.49	231	17	15702	15994	3714	4015	58
t2t_TP53	19118	t2t_TP53	19137	217	77.88	169	4	15291	15507	14538	14750	44
t2t_TP53	19118	t2t_TP53	19137	217	77.88	169	4	14519	14731	15310	15526	44
t2t_TP53	19118	t2t_TP53	19137	306	75.16	230	17	3713	4014	15721	16013	59
t2t_TP53	19118	t2t_TP53	19137	262	75.19	197	18	15702	15952	14989	14735	47
t2t_TP53	19118	t2t_TP53	19137	262	75.19	197	18	14716	14970	15971	15721	47
t2t_TP53	19118	t2t_TP53	19137	139	80.58	112	4	9858	9994	2900	3036	23
t2t_TP53	19118	t2t_TP53	19137	139	80.58	112	4	2899	3035	9877	10013	23
t2t_TP53	19118	t2t_TP53	19137	293	74.06	217	21	15708	15985	2759	2473	55
t2t_TP53	19118	t2t_TP53	19137	293	74.06	217	21	2472	2758	16004	15727	55
t2t_TP53	19118	t2t_TP53	19137	251	74.50	187	14	15708	15946	13223	12975	50
t2t_TP53	19118	t2t_TP53	19137	253	74.70	189	18	12956	13204	15965	15727	46
t2t_TP53	19118	t2t_TP53	19137	310	72.90	226	18	15708	16005	10341	10038	66
t2t_TP53	19118	t2t_TP53	19137	310	72.90	226	18	10019	10322	16024	15727	66
